"mr-4 href","mt-2 src","company-name","ml-2","mt-3","text-blue-600","text-blue-600 href","detail-label","detail-label 2","detail-label 3","font-medium","font-medium href","after:inline-block","after:inline-block 2","after:inline-block 3","after:inline-block 4","after:inline-block 5","detail-label 4","my-1","after:inline-block 6","text-blue-600 3","text-blue-600 href 3","font-medium 2","font-medium href 2","after:inline-block 7","after:inline-block 8","after:inline-block 9","after:inline-block 10","after:inline-block 11","after:inline-block 12","rounded-md 2","font-medium 3","font-medium href 3","after:inline-block 13","after:inline-block 14","after:inline-block 15","rounded-md 3","after:inline-block 18","after:inline-block 19"
"https://www.workatastartup.com/companies/variant","https://bookface-images.s3.amazonaws.com/small_logos/dd64bca7fac097523dd134d6167e96f5fb79ab98.png","Variant","(F24)","Creative intelligence","variant.ai","https://www.workatastartup.com/companies/variant/website","San Francisco","2 people","B2B Software and Services","Founding Backend Engineer (Staff)","https://www.workatastartup.com/jobs/75909","San Francisco, CA, US","fulltime","Will sponsor","$180K - $235K","0.10% - 1.25%","Engineering, Product and Design","","6+ years","variantui","https://x.com/variantui","Founding Frontend Engineer (Staff)","https://www.workatastartup.com/jobs/73621","San Francisco, CA, US","fulltime","Will sponsor","$180K - $235K","0.10% - 1.25%","6+ years","View job","","","","","","","",""
"https://www.workatastartup.com/companies/domu-technology-inc","https://bookface-images.s3.amazonaws.com/small_logos/40c600d4dd6ad3b3cd6921951d261d9713464bc1.png","Domu Technology Inc.","(S24)","Automating debt collection calls for banks.","domu.ai","https://www.workatastartup.com/companies/domu-technology-inc/website","San Francisco","6 people","B2B Software and Services","Fall Intership at Domu","https://www.workatastartup.com/jobs/75582","San Francisco, CA, US","intern","Will sponsor","$45K - $60K","Any","Engineering, Product and Design","Interview Process","Will sponsor","","","Vibe Coder - AI Engineer","https://www.workatastartup.com/jobs/74489","San Francisco, CA, US","fulltime","$50K - $100K","0.10% - 1.00%","Any (new grads ok)","Will sponsor","View job","Infrastructure & Architecture Engineer","https://www.workatastartup.com/jobs/77703","San Francisco, CA, US","fulltime","$130K - $150K","View job","0.10% - 1.00%","3+ years"
"https://www.workatastartup.com/companies/roger-2","https://bookface-images.s3.amazonaws.com/small_logos/ed7adf2496c4443a8cb1ccf4a4aba4e346b8d33c.png","Roger","(S24)","Roger is an AI SDR that automates outbound sales and follows up 24/7.","hireroger.com","https://www.workatastartup.com/companies/roger-2/website","2 people","B2B Software and Services","Sales","Founding Engineer","https://www.workatastartup.com/jobs/77058","Bengaluru, KA, IN / Bengaluru, Karnataka, IN","fulltime","US citizenship/visa not required","₹1.5M - ₹3M INR","3+ years","","Interview Process","US citizenship/visa not required","","","Account Executive","https://www.workatastartup.com/jobs/74596","Bengaluru, KA, IN / IN / Remote (Bengaluru, KA, IN; IN)","fulltime","₹800K - ₹2M INR","1+ years","","","View job","","","","","","","",""
"https://www.workatastartup.com/companies/same","https://bookface-images.s3.amazonaws.com/small_logos/8e252dccfa9608a9c8b071de84c09ddbfba0bd06.png","Same","(W24)","Build products without coding","same.new","https://www.workatastartup.com/companies/same/website","San Francisco","5 people","Consumer","Software Engineer, Product","https://www.workatastartup.com/jobs/74472","San Francisco, CA, US / Remote","fulltime","Will sponsor","$135K - $300K","3+ years","Content","Interview Process","Will sponsor","samedotdev","https://x.com/samedotdev","Software Engineer, Platform","https://www.workatastartup.com/jobs/74474","San Francisco, CA, US / Remote","fulltime","$135K - $300K","6+ years","Will sponsor","$135K - $300K","View job","Software Engineer, Design","https://www.workatastartup.com/jobs/77666","San Francisco, CA, US / Remote","fulltime","3+ years","View job","Will sponsor","$135K - $300K"
"https://www.workatastartup.com/companies/inspectmind-ai","https://bookface-images.s3.amazonaws.com/small_logos/380201f9cadb6a3d51cb0328080b2378d425269f.png","InspectMind AI","(W24)","AI-powered site inspections and automated field reports.","inspectmind.ai","https://www.workatastartup.com/companies/inspectmind-ai/website","San Francisco","10 people","Real Estate and Construction","Software Engineer","https://www.workatastartup.com/jobs/72835","San Francisco, CA, US","fulltime","Will sponsor","$100K - $200K","0.10% - 1.00%","Construction","Interview Process","3+ years","inspectmind","https://twitter.com/inspectmind","Software Engineer","https://www.workatastartup.com/jobs/70777","San Francisco, CA, US","fulltime","Will sponsor","$100K - $200K","0.10% - 1.00%","3+ years","View job","","","","","","","",""
"https://www.workatastartup.com/companies/voxops-ai","https://bookface-images.s3.amazonaws.com/small_logos/e5b43dcffa3e71475d3408e71b2080b8a9bd30c6.png","VoxOps AI","(W24)","Voice AI for regulated industries","voxopsai.com","https://www.workatastartup.com/companies/voxops-ai/website","London, United Kingdom","6 people","B2B Software and Services","Junior Product / Technical Generalist","https://www.workatastartup.com/jobs/76431","London, England, GB","fulltime","US citizenship/visa not required","£30K - £40K GBP","0.05% - 0.20%","","Interview Process","3+ years","","","Full Stack Engineer (heavy backend focus)","https://www.workatastartup.com/jobs/74923","London, England, GB","fulltime","US citizenship/visa not required","£55K - £90K GBP","0.10% - 0.50%","3+ years","View job","","","","","","","",""
"https://www.workatastartup.com/companies/reform","https://bookface-images.s3.amazonaws.com/small_logos/d1dc8f5914cad7c44e1fba45da40ae265dd9bfe2.png","Reform","(W24)","Workflow automation. Built for logistics.","reformhq.com","https://www.workatastartup.com/companies/reform/website","4 people","B2B Software and Services","Supply Chain and Logistics","Founding GTM","https://www.workatastartup.com/jobs/77023","San Francisco, CA, US","fulltime","Will sponsor","$125K - $175K","0.50% - 1.00%","","","3+ years","reform_hq","https://twitter.com/reform_hq","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/retell-ai","https://bookface-images.s3.amazonaws.com/small_logos/e52cdc0c1e4177276aba7fa2d8e4326d287620ca.png","Retell AI","(W24)","Supercharge Your Contact Center Operations with AI Phone Agents","retellai.com","https://www.workatastartup.com/companies/retell-ai/website","10 people","B2B Software and Services","Infrastructure","Founding Senior Software Engineer (Frontend)","https://www.workatastartup.com/jobs/75690","San Carlos, CA, US","fulltime","Will sponsor","$215K - $290K","0.40% - 0.60%","","","1+ years","retellai","https://twitter.com/retellai","Founding Senior Software Engineer (Full Stack)","https://www.workatastartup.com/jobs/68665","San Carlos, CA, US","fulltime","Will sponsor","$215K - $290K","0.40% - 0.60%","1+ years","View job","Ex-Founder (Technical)","https://www.workatastartup.com/jobs/74723","San Carlos, CA, US","fulltime","Will sponsor","View job","$215K - $290K","0.20% - 0.60%"
"https://www.workatastartup.com/companies/spark","https://bookface-images.s3.amazonaws.com/small_logos/334553fe55450cd0888b7e50f8918d05c8491633.png","Spark","(W24)","AI-powered workflows for large-scale clean energy","sparkhq.ai","https://www.workatastartup.com/companies/spark/website","3 people","B2B Software and Services","","Software Engineer, Full Stack - Founding Team","https://www.workatastartup.com/jobs/73632","San Francisco, CA, US","fulltime","Will sponsor","$150K - $200K","3+ years","","Interview Process","","","","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/stacksync","https://bookface-images.s3.amazonaws.com/small_logos/86069ba7639f52c1874bb95448db4e4cd2310e5e.png","Stacksync","(W24)","Real-time and two-way sync between CRMs and Databases","stacksync.com","https://www.workatastartup.com/companies/stacksync/website","San Francisco","9 people","B2B Software and Services","Full-stack engineer","https://www.workatastartup.com/jobs/75264","San Francisco, CA, US / Lausanne, VD, CH / FR / Remote (FR; CH; IT; DE; US)","fulltime","US citizenship/visa not required","$60K - $150K","0.10% - 1.00%","Engineering, Product and Design","Interview Process","1+ years","stacksyncdata","https://twitter.com/stacksyncdata","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/hatchet-2","https://bookface-images.s3.amazonaws.com/small_logos/7fbef5bdf63091b02b57c823ab78af3d7abdc56c.png","Hatchet","(W24)","Background task orchestration and visibility","hatchet.run","https://www.workatastartup.com/companies/hatchet-2/website","New York","2 people","B2B Software and Services","Founding Engineer","https://www.workatastartup.com/jobs/66293","New York, NY, US","fulltime","Will sponsor","$150K - $210K","0.50% - 2.00%","Infrastructure","","3+ years","hatchet_dev","https://twitter.com/hatchet_dev","Product Engineer","https://www.workatastartup.com/jobs/69629","NY, US / New York, NY, US / Remote","fulltime","Will sponsor","$130K - $190K","3+ years","","View job","","","","","","","",""
"https://www.workatastartup.com/companies/openmart","https://bookface-images.s3.amazonaws.com/small_logos/a841b2f12203d0678ecd110ec8aa1eb131f2681f.png","Openmart","(W24)","GTM platform for reaching local businesses","openmart.com","https://www.workatastartup.com/companies/openmart/website","Foster City, CA","6 people","B2B Software and Services","Founding Engineer (Backend)","https://www.workatastartup.com/jobs/67624","Foster City, CA, US","fulltime","Will sponsor","$120K - $160K","0.50% - 1.50%","","Interview Process","Any (new grads ok)","openmartai","https://twitter.com/openmartai","Business operation","https://www.workatastartup.com/jobs/69903","Foster City, CA, US","fulltime","Will sponsor","$80K - $120K","0.10% - 0.50%","1+ years","View job","Founding Sales Development Rep (SDR)","https://www.workatastartup.com/jobs/69804","Foster City, CA, US","fulltime","Will sponsor","View job","$60K - $150K","0.05% - 0.50%"
"https://www.workatastartup.com/companies/ultra-2","https://bookface-images.s3.amazonaws.com/small_logos/8d85b7456dc7e4c2d7c275cc4d26b2dda52f21bf.png","Ultra","(W24)","Advisor for Ambitious Students","useultra.ai","https://www.workatastartup.com/companies/ultra-2/website","2 people","Education","","Research Mentor for High Schoolers","https://www.workatastartup.com/jobs/76709","Remote","contract","US citizenship/visa not required","$100K","Any (new grads ok)","","Job match","","","","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/sample","https://bookface-images.s3.amazonaws.com/small_logos/6e0d3f747777064eae6051c75654887bc5cb6e33.png","Sample","(W24)","Flexible systems for clinical reasoning.","samplehc.com","https://www.workatastartup.com/companies/sample/website","San Francisco","5 people","Healthcare","Founding Engineers (Multiple Positions, Intermediate to Staff Level)","https://www.workatastartup.com/jobs/66125","San Francisco, CA, US","fulltime","Will sponsor","$130K - $250K","0.70% - 2.00%","Healthcare IT","","Any (new grads ok)","","","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/model-ml","https://bookface-images.s3.amazonaws.com/small_logos/d8ddf0e7dc8427a9d923647c11b57a6c3f2be032.png","Model ML","(W24)","AI Workspace for Financial Services.","modelml.com","https://www.workatastartup.com/companies/model-ml/website","London, United Kingdom","2 people","B2B Software and Services","Product Growth","https://www.workatastartup.com/jobs/66740","New York, NY, US / Remote (London, England, GB)","fulltime","US citizenship/visa not required","$70K - $130K","6+ years","Finance and Accounting","Interview Process","US citizenship/visa not required","","","Operations","https://www.workatastartup.com/jobs/68048","London, England, GB","fulltime","$35K - $50K","0.20%","Any (new grads ok)","US citizenship/visa not required","View job","Full Stack / Backend Engineer","https://www.workatastartup.com/jobs/63377","London, England, GB","fulltime","$80K - $140K","View job","3+ years","US citizenship/visa not required"
"https://www.workatastartup.com/companies/betterbasket","https://bookface-images.s3.amazonaws.com/small_logos/c7b35e46eb9b08cc67eb469ae038a64122cff97e.png","BetterBasket","(W24)","The only all-in-one pricing system for grocers","betterbasket.ai","https://www.workatastartup.com/companies/betterbasket/website","San Francisco","4 people","B2B Software and Services","Founding Software Engineer","https://www.workatastartup.com/jobs/68593","San Francisco, CA, US","fulltime","Will sponsor","$120K - $160K","0.25% - 2.00%","Analytics","","1+ years","","","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/circleback","https://bookface-images.s3.amazonaws.com/small_logos/b71724cc191332ce5f9a9e67de24272d0329c59c.png","Circleback","(W24)","AI-powered meeting notes and automations","circleback.ai","https://www.workatastartup.com/companies/circleback/website","5 people","B2B Software and Services","Productivity","Founding Growth","https://www.workatastartup.com/jobs/76897","San Francisco, CA, US","fulltime","Will sponsor","$125K - $200K","0.25% - 0.75%","","Interview Process","3+ years","circlebackai","https://twitter.com/circlebackai","Senior Software Engineer (Product)","https://www.workatastartup.com/jobs/77522","San Francisco, CA, US","fulltime","Will sponsor","$135K - $200K","0.25% - 0.75%","3+ years","View job","","","","","","","",""
"https://www.workatastartup.com/companies/yondu","https://bookface-images.s3.amazonaws.com/small_logos/0b7969c1cf6999d5b5333e8a0fd7ca63e13f079f.png","Yondu","(W24)","Robots to Automate Fulfillment","yondu.ai","https://www.workatastartup.com/companies/yondu/website","Los Angeles, CA","3 people","Industrials","Founding Researcher","https://www.workatastartup.com/jobs/74730","Gardena, CA, US / Los Angeles, CA, US","fulltime","Will sponsor","$120K - $200K","0.50% - 1.60%","Manufacturing and Robotics","Interview Process","3+ years","yonduai","https://twitter.com/yonduai","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/prosights","https://bookface-images.s3.amazonaws.com/small_logos/7af3ebc3d01b55f1bcbe3d6c0c7f7edbaae31b20.png","ProSights","(W24)","ProSights is an AI-native workflow automation / search platform for financial institutions.","prosights.co","https://www.workatastartup.com/companies/prosights/website","New York","14 people","B2B Software and Services","Founding Full-Stack Engineer","https://www.workatastartup.com/jobs/72070","New York, NY, US","fulltime","Will sponsor","$140K - $185K","0.75% - 1.50%","Productivity","Interview Process","3+ years","","","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/edgetrace","https://bookface-images.s3.amazonaws.com/small_logos/a192e9ed03a7a8ac3d8044e52da7d6e1bda15b2a.png","edgetrace","(W24)","Find the moments that matter","edgetrace.ai","https://www.workatastartup.com/companies/edgetrace/website","2 people","B2B Software and Services","","AI / LLM Engineer","https://www.workatastartup.com/jobs/71599","San Mateo, CA, US","fulltime","Will sponsor","$100 - $150","0.10% - 1.00%","","","1+ years","","","Product / Full-Stack Engineer","https://www.workatastartup.com/jobs/71596","San Mateo, CA, US","fulltime","Will sponsor","$100K - $150K","0.10% - 1.00%","Any (new grads ok)","View job","Backend / Infrastructure Engineer","https://www.workatastartup.com/jobs/71598","San Mateo, CA, US","fulltime","Will sponsor","View job","$100K - $150K","0.10% - 1.00%"
"https://www.workatastartup.com/companies/offdeal","https://bookface-images.s3.amazonaws.com/small_logos/23d3f5ab2e3955f14083478510c8a7ab18cb9f8f.png","OffDeal","(W24)","AI-native investment bank for small businesses","offdeal.io","https://www.workatastartup.com/companies/offdeal/website","New York","10 people","B2B Software and Services","Founding Full Stack Engineer","https://www.workatastartup.com/jobs/69272","New York, NY, US","fulltime","Will sponsor","$165K - $230K","0.50% - 2.00%","","Interview Process","1+ years","tryoffdeal","https://twitter.com/tryoffdeal","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/tensorfuse","https://bookface-images.s3.amazonaws.com/small_logos/2bef07502fc1183c53ca01386fbdf17f2db71ba2.png","Tensorfuse","(W24)","Run serverless GPUs on your own cloud","tensorfuse.io","https://www.workatastartup.com/companies/tensorfuse/website","2 people","B2B Software and Services","Engineering, Product and Design","Founding Engineer (Systems/Infrastructure)","https://www.workatastartup.com/jobs/76276","Bengaluru, KA, IN","fulltime","US citizenship/visa not required","₹2.5M - ₹4M INR","0.50% - 0.80%","","","1+ years","tensorfuse","https://twitter.com/tensorfuse","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/draftaid","https://bookface-images.s3.amazonaws.com/small_logos/0f9c73afb8a385d3fa57d5e1f327411fc22e4445.png","Draftaid","(W24)","Go from 3D models to CAD drawings using AI","draftaid.io","https://www.workatastartup.com/companies/draftaid/website","Toronto, Canada","3 people","B2B Software and Services","Senior ML Engineer","https://www.workatastartup.com/jobs/75010","Mississauga, ON, CA / Mississauga, Ontario, CA","fulltime","US citizenship/visa not required","$140K - $200K","0.25% - 1.50%","Engineering, Product and Design","","6+ years","","","Senior+ Software Engineer","https://www.workatastartup.com/jobs/67928","Mississauga, ON, CA / Mississauga, Ontario, CA","fulltime","US citizenship/visa not required","$140K - $200K","0.25% - 1.50%","6+ years","View job","","","","","","","",""
"https://www.workatastartup.com/companies/dime-2","https://bookface-images.s3.amazonaws.com/small_logos/ba59fee391a212ffb1361e4bb1298bed4655cbb6.png","Dime","(W24)","Dime automates administrative busywork at healthcare clinics","dimehealth.ai","https://www.workatastartup.com/companies/dime-2/website","New York","5 people","B2B Software and Services","Founding Engineer","https://www.workatastartup.com/jobs/73094","New York, NY, US","fulltime","Will sponsor","$100K - $150K","1+ years","","","Will sponsor","","","Founding Engineer","https://www.workatastartup.com/jobs/73093","New York, NY, US","fulltime","$100K - $150K","1+ years","","","View job","","","","","","","",""
"https://www.workatastartup.com/companies/14-ai","https://bookface-images.s3.amazonaws.com/small_logos/1841ada0df7c64908eb6c8d0117d73d41c5eaed1.png","14.ai","(W24)","Customer support for 1000x teams","14.ai","https://www.workatastartup.com/companies/14-ai/website","San Francisco","3 people","B2B Software and Services","Founding engineer","https://www.workatastartup.com/jobs/77277","San Francisco, CA, US","fulltime","Will sponsor","$130K - $200K","0.50% - 2.00%","Infrastructure","","Any (new grads ok)","14__ai","https://twitter.com/14__ai","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/decipher-ai","https://bookface-images.s3.amazonaws.com/small_logos/29585cd58ffa28775d545a62edb03b71fdea79f2.png","Decipher AI","(W24)","AI that analyzes your session replays to uncover issues and behavior.","getdecipher.com","https://www.workatastartup.com/companies/decipher-ai/website","San Francisco","3 people","B2B Software and Services","Founding Software Engineer","https://www.workatastartup.com/jobs/70751","San Francisco, CA, US","fulltime","Will sponsor","$160K - $220K","0.50% - 2.50%","Engineering, Product and Design","Interview Process","1+ years","decipher_ai","https://twitter.com/decipher_ai","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/lemon-slice","https://bookface-images.s3.amazonaws.com/small_logos/05eb67ac8202d3dd3c90fdda089940b58b254645.png","Lemon Slice","(W24)","Expressive characters that talk","lemonslice.com","https://www.workatastartup.com/companies/lemon-slice/website","San Francisco","3 people","Consumer","Founding Software Engineer (Full-stack)","https://www.workatastartup.com/jobs/72341","San Francisco, CA, US","fulltime","Will sponsor","$140K - $220K","0.50% - 2.00%","Content","","Any (new grads ok)","LemonSliceAI","https://twitter.com/LemonSliceAI","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/artisan","https://bookface-images.s3.amazonaws.com/small_logos/3aa68965eefe42dc96e16073740dae2087ad188f.png","Artisan","(W24)","AI Employees Called Artisans, Starting With An AI BDR","artisan.co","https://www.workatastartup.com/companies/artisan/website","San Francisco","30 people","B2B Software and Services","Product Designer","https://www.workatastartup.com/jobs/71008","San Francisco, CA, US","fulltime","Will sponsor","$120K - $160K","0.05% - 0.10%","","","1+ years","GetArtisanAI","https://twitter.com/GetArtisanAI","Frontend Engineer","https://www.workatastartup.com/jobs/71939","San Francisco, CA, US","fulltime","Will sponsor","$130K - $210K","0.05% - 0.15%","3+ years","View job","Backend Engineer","https://www.workatastartup.com/jobs/65183","San Francisco, CA, US","fulltime","Will sponsor","View job","$130K - $210K","0.05% - 0.15%"
"https://www.workatastartup.com/companies/roe-ai","https://bookface-images.s3.amazonaws.com/small_logos/c6e62176aed0b225675a38d104b2bd4aa8deb20e.png","Roe AI","(W24)","Agentic Risk Operating System for Money Industry","getroe.ai","https://www.workatastartup.com/companies/roe-ai/website","San Mateo, CA","6 people","B2B Software and Services","Founding Engineer","https://www.workatastartup.com/jobs/72613","San Mateo, CA, US","fulltime","Will sponsor","$100K - $200K","0.50% - 2.00%","Infrastructure","","1+ years","try_roe_ai","https://twitter.com/try_roe_ai","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/furtherai","https://bookface-images.s3.amazonaws.com/small_logos/f69d37602abbe546a737245228432e7650303234.png","FurtherAI","(W24)","AI Workforce for the Insurance Industry","furtherai.com","https://www.workatastartup.com/companies/furtherai/website","San Francisco","8 people","B2B Software and Services","Forward Deployed Engineer [New grads ok]","https://www.workatastartup.com/jobs/77473","San Francisco, CA, US / Remote (US)","fulltime","Will sponsor","$120K - $180K","0.10% - 0.20%","","","Any (new grads ok)","furtheraicom","https://x.com/furtheraicom/","Frontend Engineer - Web","https://www.workatastartup.com/jobs/72438","San Francisco, CA, US","fulltime","Will sponsor","$120K - $210K","0.20% - 0.75%","3+ years","View job","Insurance Domain Expert","https://www.workatastartup.com/jobs/74864","San Francisco, CA, US","fulltime","Will sponsor","View job","$140K - $200K","0.03% - 0.25%"
"https://www.workatastartup.com/companies/garage-2","https://bookface-images.s3.amazonaws.com/small_logos/b097e3ed808fe533aff49062b2a59a6f1f2805fd.png","Garage","(W24)","Marketplace for emergency vehicles, equipment, and more.","withgarage.com","https://www.workatastartup.com/companies/garage-2/website","New York","10 people","B2B Software and Services","Software Engineer","https://www.workatastartup.com/jobs/77567","New York City","fulltime","Will sponsor","$125K - $175K","Any (new grads ok)","","","","withgarage","https://twitter.com/withgarage","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/argon-ai-inc","https://bookface-images.s3.amazonaws.com/small_logos/422284c71061c1b13b2dea760955ab9a3fa6d01a.png","Argon AI, Inc.","(W24)","AI for Pharma Intelligence","argon-ai.com","https://www.workatastartup.com/companies/argon-ai-inc/website","2 people","Healthcare","","Head of Engineering","https://www.workatastartup.com/jobs/76379","New York, NY, US","fulltime","Will sponsor","$200K - $400K","0.50% - 10.00%","","","6+ years","ai_argon","https://twitter.com/ai_argon","Applied AI Engineer","https://www.workatastartup.com/jobs/69241","New York, NY, US","fulltime","Will sponsor","$200K - $300K","0.10% - 1.00%","3+ years","View job","Product Engineer","https://www.workatastartup.com/jobs/69242","New York, NY, US","fulltime","Will sponsor","View job","$120K - $200K","3+ years"
"https://www.workatastartup.com/companies/reducto","https://bookface-images.s3.amazonaws.com/small_logos/9794d4fb523375d125992ce9fa5e9e9db45daf9a.png","Reducto","(W24)","The most accurate API to parse documents","reducto.ai","https://www.workatastartup.com/companies/reducto/website","San Francisco","14 people","B2B Software and Services","Founding Recruiter","https://www.workatastartup.com/jobs/74691","San Francisco, CA, US","fulltime","Will sponsor","$115K - $170K","3+ years","Engineering, Product and Design","","Will sponsor","reductoai","https://x.com/reductoai","Machine Learning Engineer","https://www.workatastartup.com/jobs/70899","San Francisco, CA, US","fulltime","$150K - $240K","0.10% - 1.00%","3+ years","Will sponsor","View job","LLM/ML Engineer (Inference)","https://www.workatastartup.com/jobs/71707","San Francisco, CA, US","fulltime","$200K - $300K","View job","0.10% - 1.00%","3+ years"
"https://www.workatastartup.com/companies/duckie","https://bookface-images.s3.amazonaws.com/small_logos/0a8142dd4308f44a79489c6b5d5abf67e4fe5ab1.png","Duckie","(W24)","Build AI Support Agents in Minutes","duckie.ai","https://www.workatastartup.com/companies/duckie/website","San Francisco","4 people","B2B Software and Services","Senior Software Engineer","https://www.workatastartup.com/jobs/77122","San Francisco, CA, US / Remote (US)","fulltime","Will sponsor","$120K - $200K","0.50% - 1.50%","Engineering, Product and Design","Interview Process","3+ years","duckie_ai","https://twitter.com/duckie_ai","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/legora","https://bookface-images.s3.amazonaws.com/small_logos/0c07116a743e8d35ce903cd8f6eb5d04b07833e7.png","Legora (formerly Leya)","(W24)","The AI workspace for lawyers","legora.com","https://www.workatastartup.com/companies/legora/website","Stockholm, Sweden","65 people","B2B Software and Services","Senior Full-stack engineer","https://www.workatastartup.com/jobs/68174","Stockholm, Stockholm County, SE","fulltime","US citizenship/visa not required","$50K - $90K","6+ years","Legal","","","","","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/relari","https://bookface-images.s3.amazonaws.com/small_logos/d8724ca6da40d81a8aadbd3cf9cf5fbaa58ac997.png","Relari","(W24)","AI Agent Builder for Software 3.0","nuvi.dev","https://www.workatastartup.com/companies/relari/website","San Francisco","2 people","B2B Software and Services","Founding Engineer","https://www.workatastartup.com/jobs/78112","San Francisco, CA, US","fulltime","Will sponsor","$110K - $160K","0.25% - 1.50%","","","3+ years","relariai","https://x.com/relariai","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/onyx","https://bookface-images.s3.amazonaws.com/small_logos/def9ae8f0c06685a28e8184b828d9de7e1232ad3.png","Onyx","(W24)","Open Source AI Assistant and Enterprise Search","onyx.app","https://www.workatastartup.com/companies/onyx/website","San Francisco","8 people","B2B Software and Services","Machine Learning Engineer","https://www.workatastartup.com/jobs/74977","San Francisco, CA, US","fulltime","Will sponsor","$150K - $250K","0.10% - 1.50%","Productivity","Interview Process","3+ years","onyx_dot_app","https://x.com/onyx_dot_app","Fullstack Engineer","https://www.workatastartup.com/jobs/71717","San Francisco, CA, US","fulltime","Will sponsor","$150K - $250K","0.10% - 1.00%","1+ years","View job","Founding Account Executive","https://www.workatastartup.com/jobs/77206","San Francisco","fulltime","Will sponsor","View job","$125K - $253K","0.30% - 0.50%"
"https://www.workatastartup.com/companies/tempo-2","https://bookface-images.s3.amazonaws.com/small_logos/860f478b7cd2ea33eefb86e90c9c693abef2997f.png","Tempo","(S23)","Visual Editor for React, powered by AI","tempo.new","https://www.workatastartup.com/companies/tempo-2/website","Toronto, Canada","8 people","B2B Software and Services","People and Operations Lead","https://www.workatastartup.com/jobs/72198","Toronto, ON, CA","fulltime","US citizenship/visa not required","$70K - $90K CAD","0.05% - 0.15%","Engineering, Product and Design","","3+ years","Tempo_Labs","https://twitter.com/Tempo_Labs","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/morph","https://bookface-images.s3.amazonaws.com/small_logos/8bccd87f3418251f26029501fe73c506db3f2695.png","Morph","(S23)","The Fastest Way to Apply AI Edits","morphllm.com","https://www.workatastartup.com/companies/morph/website","San Francisco","2 people","B2B Software and Services","Senior Machine Learning Engineer","https://www.workatastartup.com/jobs/76491","San Francisco, CA, US","fulltime","Will sponsor","$100K - $150K","1.00% - 5.00%","","Interview Process","3+ years","morphllm","https://twitter.com/morphllm","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/nowadays","https://bookface-images.s3.amazonaws.com/small_logos/6a04edfc3d5a9b0bb3ae585010c50f7f39fdc2a1.png","Nowadays","(S23)","AI co-pilot for corporate event planning","getnowadays.com","https://www.workatastartup.com/companies/nowadays/website","San Francisco","5 people","B2B Software and Services","Global Account Manager – Nowadays","https://www.workatastartup.com/jobs/78247","Remote","contract","US citizenship/visa not required","$1 - $2M","Any (new grads ok)","Operations","","","","","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/simbie-ai","https://bookface-images.s3.amazonaws.com/small_logos/de3ea440a910c4beb43d2c07c03f4dad65d8030c.png","Simbie AI","(S23)","Clinically-intelligent AI Voice Agents for Healthcare","simbie.ai","https://www.workatastartup.com/companies/simbie-ai/website","6 people","Healthcare","","Founding Product Engineer (AI/Agents)","https://www.workatastartup.com/jobs/63597","San Francisco, CA, US / New York, NY, US / Remote","fulltime","US citizenship/visa not required","$110K - $130K","3+ years","","","","","","","","","","","","","","","","","","","","","",""
"https://www.workatastartup.com/companies/shadeform","https://bookface-images.s3.amazonaws.com/small_logos/7a846e62f95a076c15722c84a203afd1fccb34a5.png","Shadeform","(S23)","The GPU Cloud Marketplace","shadeform.ai","https://www.workatastartup.com/companies/shadeform/website","5 people","B2B Software and Services","Engineering, Product and Design","Founding (Senior) Software Engineer","https://www.workatastartup.com/jobs/74149","San Francisco, CA, US / Remote (US)","fulltime","Will sponsor","$150K - $190K","3+ years","","","","shadeformai","https://twitter.com/shadeformai","","","","","","","","","","","","","","","","",""
